company_id,name,parent
S125870895900,salliglee coventry limited,C16697450315
S1267304961,GREE MIDLANDS & CO PLC,C665572908905
S127298963136,Salliglee Midlands Ltd,CR427002328436
S128784941800,See chea International Ltd,S145230869099
S12926848681,Brorachee Plc,C940703370871
S129823627207,resones plc,S750415880604
S132625882204,gree b group ltd,C299430551318
S132705469027,Sanebrite UK Limited,S504842321794
S133404703204,GRALLITANEA ASSOCIATED PROPERTIES,R954396333133
S137591360572,Resile Liverpool Plc,C854872309225
S138934155922,Gluni Associated Plc,S773404608109
S139097819478,BREA LAND LIMITED,C934776323096
S140429402576,Sunich B & Co,CR774204321512
S141114383956,Glea seachite & Co,C323961548740
S141719195956,BREABRORA II INTERNATIONAL LTD,R776524428366
S141814518713,lesileres midlands & co,CR490222687270
S145230869099,See New,CR509504979564
S147855582524,RESILE LONDON,C854872309225
S148908458969,Resee Properties Limited,C887756950351
S149132330643,chitegl liverpool,R51268354833
S15437783127,Tanalli Plc,CR933706922865
S154421333514,Suniresuni stritech UK Ltd,S190947463282
S155105489869,lesoneresite strone group limited,CR656344193297
S155509219622,Grora B Group Plc,C473280412916
S155737919258,Tanone II & Co Ltd,R897668827597
S155951315314,Bronech Limited,
S15679807508,BREEGLONE CHITE UK LIMITED,C17278382104
S159695141697,cheagr associated properties limited,CR734136983930
S160047198541,Brile New UK Ltd,R382956930139
S160351432609,Gree resanegree Ltd,C299430551318
S160390550818,Chile International,S190947463282
S160927662447,GRANERESILE COVENTRY,R497656659924
S161866162172,Suniresuni New Properties Limited,CR478169972249
S163060606508,Tanuni resiteresane Land Plc,CR334147381489
S166434563655,Bralli branesora,R4834198659
S167987957665,GREE MIDLANDS,S416556682145
S168179454307,Bronegluni International Limited,
S168510279550,Straneres brea International,CR219598985242
S168781282382,GLITELES CHONES GROUP,S721297937833
S169312774460,RESEA,S147855582524
S17253449319,tanallisea group plc,R422132303008
S173256720942,Lesunich Group Plc,C302958578876
S173754999856,Gritebr Wales Land,C22527040613
S173773767902,Gruni New Land Limited,C877394517686
S174211872253,See Associated Land Limited,CR509504979564
S174664407031,STRANERES UK,R737749377192
S17627943144,Sanetanile strilech Plc,R585922217025
S176770584233,Soras Coventry International Ltd,CR535304246290
S178331315212,Gleach tanee Limited,S10320688402
S178433510159,Gluni London UK Limited,CR246376658590
S179551160192,cheestree properties,R949791269966
S180111843394,Straneres London Group Limited,CR219598985242
S180703140718,Grea Midlands Limited,C365358204766
S181221915600,tanonegrane b limited,C291486274793
S181505931196,GLEEBRALLI LAND,CR192638403891
S181748377264,Lesees UK,C189980614278
S182451298479,Lesilelesea Land Limited,CR192638403891
S183881695792,lesanestralli new,C246613496627
S183899731207,Grees Old,R784585318222
S186555593256,Taneabr Coventry International,C25868452830
S186845769220,Bralli Liverpool Group Plc,S48628617912
S188020284435,Lesees B Properties,R415153419356
S188281913872,Seasite Properties,S50157765052
S189961754878,tanunibr uk,C622523283889
S190256898922,Britestr II Properties,CR916893142597
S190947463282,Suniresuni Wales Land,C366835766942
S19220590368,Gluni Midlands & Co,S318858974713
S192476496622,Breeglone Midlands Properties Ltd,CR514412296020
S193354993547,Sanelesuni gralli & Co Limited,S688473472051
S193423877928,GREASTRILE OLD INTERNATIONAL,S66141111704
S19445834374,Glane Limited,C205544922474
S195140718974,Grallis Midlands Properties,S656885181095
S195376653819,GLILE LTD,
S195423768489,GRANEGLORA TANONELESEA LTD,R230606793625
S196067257694,chiteles liverpool properties limited,CR759077951851
S19664744384,Resalli Associated Properties Plc,R904296176253
S196743902213,Suniresuni New & Co,R94087614334
S198999257485,Sanetanile Wales Group Limited,R585922217025
S199012201866,Gleatan II Ltd,R308416853768
S201390207854,Britestr II Properties Ltd,S569385548440
S201476103199,GRITEGRITE GLONE & CO PLC,S688035335857
S20254433050,BRANESILE GROUP,
S203766540731,TANUNI LONDON INTERNATIONAL LTD,R447116741771
S204186343624,Sea resile,C507561709563
S204601528638,STRORACHEE II INTERNATIONAL LTD,R677791634568
S204642547348,Gliteles Liverpool,S721297937833
S207920826752,Brallich glora Properties Limited,R394725745888
S207944989484,Strilelesile B Ltd,R271332101248
S208640219619,Resile Group Limited,CR916893142597
S20942558624,Britestr Midlands Limited,S569385548440
S210418388119,gritebr associated properties limited,R853741783320
S21058788857,Lesalli Land Plc,CR989054790737
S210985294558,resiteresora leseestr ltd,CR309647192423
S212539498729,grane resoras,CR964926351101
S21339548869,GREAGRANE,R39059142650
S214108936156,Gree II Group Limited,S24423690782
S219728254003,Gruni B,CR327996901945
S220536181076,Gruni New International Limited,R919756685610
S221002629627,leseetan uk,CR656344193297
S222208536567,Gree Coventry Limited,C956946519859
S223039727902,Resite UK Ltd,S588373303576
S223287351859,Strorachee Coventry Group,R39059142650
S224271107690,sonesone coventry uk,S245740598444
S227347341735,Resea Old Plc,R765465881584
S22739782074,resone international,CR837115992054
S229338768166,Bralli Wales Properties,S48628617912
S230342887940,sea ii properties plc,C507561709563
S231162212382,Suniresuni lesuniresea Land Limited,CR478169972249
S232709415599,SITESTR INTERNATIONAL PLC,R51268354833
S232788239882,Glaneres bralligl Group,S770471660122
S233893737647,Broneres Group,C329744109865
S234650831198,Suniresuni taniles Group Limited,C27815713567
S234681115704,Gritebr Liverpool International Limited,CR27633886499
S236707247359,gloneglile plc,CR944352133413
S237811870099,lesalligl uk ltd,C299430551318
S23907549916,gree london limited,C741715510888
S239146348924,Suniresuni New International Plc,C536590531949
S24127311599,Cheales Old UK Limited,S100240634395
S242445566060,leseetan wales ltd,R764915829891
S242689976039,Strunibr grea International Plc,S918207575601
S242974724958,Glone brea Group Limited,CR431713809270
S243171423613,Resilestr UK Ltd,S688473472051
S243215802311,Bralli Wales International Limited,R277179675397
S24423690782,Salliglee gree Limited,CR427002328436
S245740598444,Sonesone & Co Ltd,C336308768838
S245938203350,Strilelesile New Group,R271332101248
S246537421538,Suniresuni Coventry Ltd,R94087614334
S247621743058,Soras New UK Plc,CR535304246290
S249123100252,Tanuni grone Properties Plc,R447116741771
S249338276288,grallis associated properties,C847342952272
S25001918685,Straneres Liverpool Group Plc,CR219598985242
S250148464626,grora cheagl & co limited,C473280412916
S250860303395,chunich wales land ltd,R233705955466
S25221961746,Suniresuni gritebr UK Plc,R494141357148
S253536349607,Tanoraglite Coventry Properties,R42449533726
S254769335414,Lesileres Wales International Limited,R684979642676
S255912728193,sanelesuni london ltd,S573529880909
S2563922903,Gluni B International Plc,S611698724195
S257288413304,Salliglee Old Properties Plc,CR427002328436
S257291840340,Lesunigrile Land Limited,CR327996901945
S257331828959,Greebrile Midlands International,S261296465581
S261296465581,Greebrile UK Limited,
S261660441870,Straneres B UK,CR219598985242
S261782518077,Strorachee Old Properties,CR890024932013
S262785547976,gritebr ii properties limited,R853741783320
S263160744182,Resalli London Plc,R904296176253
S264090527646,Tanonegrane New UK Limited,C291486274793
S26490013605,Salliglee Midlands,C51237546364
S265032517301,taneabr ii & co limited,C25868452830
S265489808277,seagl properties limited,R46839178093
S2658874421,SEA WALES GROUP LIMITED,CR388594154040
S266090433615,Grile,C402691408329
S26669151725,GRALLI WALES PROPERTIES PLC,S193354993547
S26686044594,Resonestrane resanestrane Properties Plc,C335815351353
S26760579698,Brone Group,
S268110600891,Gree & Co,CR989054790737
S26869144104,GREE GLANE GROUP LIMITED,R48042242991
S26890243640,Glaneres Liverpool Limited,S770471660122
S269324894364,breabrora strora limited,R776524428366
S27086263053,resee strile & co,C903490391789
S271143777871,STRILE LAND LIMITED,S347165589299
S27134373513,GREE NEW PROPERTIES,CR933706922865
S271491157805,Brile Liverpool Properties Plc,R881353583537
S272709922114,Gree New Plc,C324658304029
S273407865980,Chile Liverpool Limited,CR374662930956
S274137691329,SEE B PROPERTIES PLC,S145230869099
S274458447895,gree old uk ltd,R48042242991
S27547947791,streagl new & co,CR96721391383
S27580357099,Gruni sile Group,C877394517686
S276581212473,Resonebr Coventry Properties Limited,CR987157853704
S277419117309,Stree Wales International Plc,R627731674573
S277591628902,Resane,CR109834616166
S280568471122,Straneres B Properties Plc,C803944331958
S281630897071,Lesileres Plc,CR562834682207
S283021872979,Grile Group,C47101191941
S284686197427,Sea Properties Ltd,CR593141180224
S285796338654,Resane resileglile & Co Limited,R146396598682
S287152646465,streeglora properties ltd,R919756685610
S287680249123,resones chunichee limited,S344370192613
S290015243377,GRITEBR GRUNIGLONE,R491261705032
S29117596469,TANORAGLITE LIVERPOOL PLC,R42449533726
S291767811752,strilelesile coventry group ltd,S245938203350
S292586520176,Resoragl & Co Ltd,R660939319408
S296478604723,Taneabr lesalli Properties,C918306506787
S30218342977,Lesalli Liverpool & Co Limited,R711042343453
S303188720500,Tanuni Wales & Co Plc,CR257317165498
S304479293501,Strilelesile II Properties Plc,R271332101248
S306637582797,Strorachee II Plc,CR77108863368
S30668596830,Streagr breatanane Group Ltd,C505964779166
S307237200762,Resalli II Limited,S95412667768
S308221237644,GLUNI GLILETAN LAND LTD,S773404608109
S308267184470,Challis UK,S10320688402
S309138515826,Leseares Associated Properties,R583734558500
S312285711526,Salliglee New,CR885367963690
S312690706410,lesalli midlands land plc,S296478604723
S312716919308,GRALLIS II LTD,R38539232928
S313405170593,Lesees taniletanalli UK Limited,R734701416772
S313425409672,Breabrora B Land Ltd,CR85759288892
S313741924132,CHORA NEW,CR435022104004
S3141412267,Straneres sunigree & Co Limited,R39690855373
S31616738911,Strorachee London Group Plc,R74454827078
S317239731666,sea ii international,R19963443844
S318858974713,Gluni II Group,S384886291756
S3204071518,GRALLITANEA NEW,R35929259874
S320599366039,graneglora midlands international,S479933976890
S321102214945,Chilegr B Plc,C24232289673
S321817583010,GREASTRILE B LAND LIMITED,S66141111704
S32211971519,Gree Old Properties Plc,S24423690782
S322690105851,GLUNI LAND LTD,R316176186093
S326623232440,Chunich Liverpool & Co Limited,R233705955466
S32698831094,Gritebr Coventry Ltd,S262785547976
S32909539671,Breeglone Wales Limited,CR514412296020
S331097320044,lesees brunisile properties ltd,R734701416772
S33166197690,brite london ltd,S949186899925
S332031401473,sunich associated land,CR774204321512
S332851598620,Breabrora Coventry Ltd,CR85759288892
S332940840982,Gree London Group,R59414441376
S333123667702,Gralli Associated Properties Ltd,C402691408329
S336988499259,LESEARES LONDON LIMITED,CR102968664636
S337894979702,Britestr tanea Ltd,CR916893142597
S337962548557,Resalli New International Plc,CR290372190391
S33878076967,TANALLIGR INTERNATIONAL LIMITED,
S339716953389,lesite ii uk limited,CR666079398448
S339794267854,Resones II UK Ltd,S344370192613
S340609915028,Gree Liverpool Ltd,C956946519859
S341935930538,chites b & co plc,R925312625630
S34310147770,Lesanestralli B Properties Plc,S61480853478
S344189224839,Brileresalli lesile Group Ltd,S716753859100
S344370192613,RESONES PROPERTIES PLC,CR473170780453
S344783765067,Sanelesuni grallitan UK Limited,S573529880909
S345249605590,Glile Associated UK Plc,R662573207371
S345544799633,Sea B Land Ltd,C742849827
S346370755779,Chites B,R925312625630
S347137978522,SALLIGLEE II LAND LTD,CR644000980188
S347165589299,TANONEGRANE SEEGLONE PROPERTIES,C291486274793
S347657129732,Sea Coventry Properties,R768408287428
S34828718126,GREE LESEE LTD,R925722944580
S348465388962,Sea B Land Ltd,C507561709563
S348754910300,Lesonegluni Plc,R39690855373
S34916177629,Suniresuni gronestr Ltd,C27815713567
S349989316721,Tanuni London UK,CR334147381489
S350267378795,seelesone limited,C181921749260
S350769548928,strorachee associated group,R677791634568
S353503182083,chitegl stritebr group ltd,CR795762947410
S353941521223,Soneglane Land,CR85759288892
S35506426664,GLUNIGLITE II LIMITED,C180084870801
S355953808638,LESEES STRONEGR & CO LIMITED,R415153419356
S356188469974,Leseetan II & Co,R764915829891
S356619241884,Brile B Land Plc,R881353583537
S362350462320,SEASTR WALES UK PLC,CR223836514978
S36322968277,Brilegr B Ltd,R949791269966
S3644551374,Gloneles II Limited,CR751192313057
S365579778508,RESORACHUNI & CO LIMITED,CR644000980188
S365948257294,Strunires Land,C903490391789
S366684579127,tanunilesee land limited,C27815713567
S367190872513,RESILESTR WALES UK,S243171423613
S36824637674,SEA LIVERPOOL INTERNATIONAL LIMITED,C335722169923
S368568187092,gruniles land limited,C335815351353
S369498257702,grane london land,CR964926351101
S3736617292,resonebr old group limited,CR562834682207
S374183203303,Strorachee B,CR890024932013
S374491242762,Tanuni Old Land Plc,CR660703846201
S375549183226,Challigr II Plc,C771790419556
S37561853459,Gree B Land Plc,C956946519859
S376057653213,Grane Wales & Co Ltd,CR964926351101
S376869841563,Resite strile Limited,C451677135861
S377598659547,Cheasea strorares International Limited,R280870102298
S378476534644,lesanestralli chonestr uk limited,S61480853478
S380750701938,Gluni B,S393536486797
S38088288579,chile coventry group limited,S160390550818
S380996770656,Sea II Plc,S317239731666
S383023917196,Lesile Land,R583734558500
S384886291756,GLUNI OLD,C540749923437
S385413546901,Cheeles II Limited,R76103635185
S386307740696,straneres brite properties ltd,R39690855373
S387256942017,gritebr associated & co,R231972754933
S38754453314,Glalliresone International Ltd,R233705955466
S388685229339,grora gritelesalli,C473280412916
S389057496576,Resone Midlands Land,C934776323096
S389575802306,Chile UK Limited,S24423690782
S390832465502,LESILERES ASSOCIATED PROPERTIES LIMITED,R84267644757
S391960401885,Gritebr New International Ltd,R713689431914
S392548732209,breabrora midlands land,CR85759288892
S392605499495,BRUNI PROPERTIES LTD,
S393381593269,Resunich sora Plc,R185419277893
S393536486797,Gluni II Properties,S611698724195
S393538817995,Bralli London Land,R4834198659
S396855183728,Tanunich lesalliles & Co Plc,CR809211692936
S398457208463,sea coventry properties,C742849827
S399727220176,Glallich Coventry Group Ltd,C966270127894
S399903226296,Cheeles tananegl & Co Ltd,R76103635185
S401584643436,Brilegr Midlands UK Ltd,R949791269966
S401674175125,suniresuni london ltd,CR746395669692
S401807356280,SANE GLEA,C937219908267
S405132616602,glane ii international,CR80593796701
S41066891783,Glea International Limited,C903490391789
S413058240499,sones land,C24232289673
S414062429069,Lesealesea International,S687156583141
S414412668257,Grea & Co,C169192781986
S415055717537,GRANECH INTERNATIONAL PLC,C956946519859
S415746557,Tanuni Associated International Ltd,S750292187602
S415975255146,BRILE & CO PLC,R21863986536
S41608242041,RESILE COVENTRY GROUP PLC,S137591360572
S416556682145,Gree B Plc,R59414441376
S419091546503,tanunilesite glite land limited,CR94973497590
S420040260131,Gluni Coventry Properties Ltd,CR600475967851
S422739770180,streagl new ltd,CR96721391383
S425406563509,Strorach Plc,R404345150334
S427118308646,Grallibr Liverpool International Limited,R93371328038
S428417981347,Strorachee Associated,R74454827078
S42924861359,Sea Old Group Ltd,C475440181821
S429750823627,Salliglee New Land,S806261652161
S430795915887,TANUNIGL MIDLANDS GROUP,R737749377192
S431234946684,Lesuni & Co Limited,S961455479449
S434000737291,chitelesalli uk ltd,S806261652161
S435212428755,brunigl london land,S62808276123
S435557295305,leseares london limited,R583734558500
S437836922647,STRORACHEE NEW UK LTD,CR890024932013
S438163230161,Gree Liverpool International Limited,CR260574629460
S439186324739,GLALLICH II INTERNATIONAL PLC,C966270127894
S439194775030,GREES II UK,S674277512604
S439267491836,resoralesee properties plc,
S439313910804,GRALLIS BRILEGL PLC,S195140718974
S439361700981,tanuni glane uk,S750292187602
S439715196849,cheagr london plc,R215332472704
S44150754773,Chee Associated & Co Plc,R898519571313
S441939861368,Straneglea B & Co Ltd,C51778518326
S444779981200,Tanee Midlands Group,S178331315212
S445666373514,Tanonegrane Coventry UK Ltd,S463829941200
S446864710966,Grora Group Limited,
S447185148162,GRALLITANEA STRALLIGR LAND,R35929259874
S447213671716,Gluni resallistr & Co Plc,S773404608109
S447612343195,STRITECH WALES LAND,C91966670455
S448314841594,Gree brea Land Ltd,CR260574629460
S448529532277,resuni international ltd,CR656344193297
S449381471381,Resea B Plc,R765465881584
S450136515140,Tanealesee Land Plc,C500371377607
S450424778480,Lesanestralli B & Co Plc,S34310147770
S45166069435,Gruni seagluni Group Ltd,CR327996901945
S45202069117,Strunistrone & Co Plc,C16697450315
S452767568890,Glanebr & Co Ltd,CR514412296020
S453636591541,Stroraresora Ltd,S946965306891
S454183147198,BRITESTR LESITE GROUP LIMITED,S569385548440
S455260265080,resalli gruniglile uk ltd,CR880041495858
S455460610343,Tanea Group Plc,S770471660122
S455609857116,Resalli researes Limited,R904296176253
S455803403130,Britestr New UK,S569385548440
S458122917687,Silegl & Co,
S458695492510,GLUNI ASSOCIATED & CO LTD,S318858974713
S459607375144,Chites Midlands UK,R925312625630
S460381995730,CHITESTRUNI OLD PROPERTIES LIMITED,C776668468894
S460907701206,Grea Land Plc,C91966670455
S46176048034,Gree Wales International Plc,R422132303008
S462840111162,Grora stranegr UK,CR95428484064
S463007371222,strallitanea group ltd,
S463829941200,tanonegrane new properties plc,S264090527646
S465501738909,chitegl old land plc,R51268354833
S466698119355,tanee london plc,S178331315212
S467827771517,gluni wales ltd,S393536486797
S468138233432,Glea resane Properties Plc,C323961548740
S469026702386,Sanetanile New International,CR349788832849
S47019360342,Tanilechane Ltd,
S470657921096,LESILEGL COVENTRY PROPERTIES,C778639664753
S470741274022,BRALLI OLD GROUP LTD,S48628617912
S47310320053,salliglee midlands & co,C51237546364
S473760905275,gree old & co plc,R529225707151
S47399595820,see b land limited,CR967761584959
S475155401204,grora coventry land ltd,CR95428484064
S47964052516,Glunitan & Co Ltd,
S479933976890,Chee graneglora Group Limited,R898519571313
S481391314130,GLUNI OLD UK LIMITED,CR15288597844
S481556280389,Grees tanoras Land,R784585318222
S482782212609,Sonestrea Midlands International Ltd,R307075657850
S483464991595,Tanunilesite Wales Properties Limited,CR94973497590
S484032499382,Bralli Associated Land Ltd,R277179675397
S484999496645,Streagr Liverpool Land,C505964779166
S485377547986,Tanee Wales Land Ltd,S178331315212
S48628617912,Bralli Coventry UK,R4834198659
S486332698466,Brile Wales Ltd,S271491157805
S486622992168,sea choragl plc,C189980614278
S487157171483,Resanebrone Limited,S95412667768
S487500622066,Grallis Midlands & Co,C847342952272
S488017389114,SANETANILE B & CO PLC,C953584838063
S489159485115,Glone gliteres & Co Ltd,S611198407047
S490404906799,GLUNI ASSOCIATED & CO PLC,C185254232487
S49181160181,Cheagr B Properties Ltd,R215332472704
S492199203728,Resilestr Old International Plc,S243171423613
S495765182702,SORA MIDLANDS LAND PLC,R883163435488
S49595114792,Sonelesile Midlands International Ltd,C958668480001
S496126751394,graneresile new ltd,R497656659924
S497074583923,CHITESTRUNI II LAND LTD,R350444816882
S49755761774,Gree B & Co Limited,C665572908905
S497636663474,LESEARES RESUNICH PROPERTIES LIMITED,CR102968664636
S498478140708,Stranech B,R139137961885
S499139991348,sea b land limited,C475440181821
S50157765052,Salliglee New Ltd,R144770447190
S504305150054,LESANESTRALLI SANE LAND PLC,CR109834616166
S504549359160,Bralli lesone Land Limited,S48628617912
S504842321794,Stritestree,R825407386183
S507111287570,GRORA LESONELES UK LTD,C473280412916
S5079780014,Gralli resite Properties Limited,C402691408329
S509836162136,GREE NEW PROPERTIES LIMITED,CR260574629460
S510708756352,Glalli UK Ltd,CR593141180224
S514079419530,Sonestrea bronestr International Ltd,R307075657850
S514140956328,tanalligl coventry limited,CR380112987081
S514576337956,Tanunilesite gloragr International Plc,CR893460905491
S516112887433,Stralliglone Properties Limited,S243171423613
S517048859977,Resoragr Limited,CR80593796701
S518211476873,greebrile london international,S776448291825
S519098918466,Sonelesile Old Group Limited,R60777211815
S520447518974,Glone New Properties,S611198407047
S520798719208,Sallistr,C16697450315
S524518995202,salliglee new international,CR885367963690
S5251203433,LESILERES LESITELESALLI LAND,CR490222687270
S525935105592,Resite B,C451677135861
S526561809616,GREE GRANE GROUP LTD,CR186026359004
S526624636179,Gree Midlands Group,CR260574629460
S52846281861,Sanestr Land,R757359230616
S529269314822,Salliglee II Land,C16697450315
S529831297782,GLONE GLILEGL LIMITED,S611198407047
S53016140503,Gralli Associated UK,S193354993547
S531159203192,chanegl international limited,CR809211692936
S533470917257,SUNIRESUNI NEW GROUP,R725158469599
S5345329756,Lesunichea II,C726963380481
S534751501294,Gree Midlands Properties,C299430551318
S534766570880,Grallitanea London Land Ltd,R35929259874
S535421265493,tanunilesite london & co,R328963734041
S53641932524,Gree grite Group Ltd,R386143586539
S537186541805,Resilestr Wales & Co Ltd,S243171423613
S538276461271,Grallis Coventry Group Plc,R38539232928
S538446397215,Sane II Land Ltd,CR318841821464
S540252870704,Stralli Group Limited,CR774204321512
S550005392985,Strorachee Associated UK Plc,R74454827078
S550136752857,GRITEBR COVENTRY GROUP LIMITED,S885086696701
S55039215188,Cheasea grearesone Land Plc,C874286179177
S550853348810,SEE LONDON & CO PLC,S145230869099
S55317289445,LESILEBR PROPERTIES LIMITED,S611198407047
S553492701811,Greastrile lesalliglee Group Limited,R395768779486
S553547229706,Resanes Group Plc,R185419277893
S553570926078,GRALLI GLEESTRALLI PROPERTIES LTD,C402691408329
S553977206477,Suniresuni London International Limited,C47101191941
S554920383270,Taneabr chite,C25868452830
S556792671015,SANE MIDLANDS GROUP LIMITED,C937219908267
S560208449163,CHITES B UK,CR972518335476
S560241328959,BRALLICH OLD PLC,CR136479728025
S561210808497,Grallis B Properties,S656885181095
S562083155043,sanetanile lesane group plc,C953584838063
S564194361839,Suniresuni London Properties Ltd,CR478169972249
S564341583169,Resite sea Ltd,C451677135861
S564347640054,Sunich New International Plc,CR774204321512
S565610764330,strorasane properties plc,C351608339969
S565748368245,Lesane Midlands International Plc,S706867265574
S566257265157,Graneglora challi Land Ltd,R230606793625
S567143576303,Resonetanora UK,CR186200808153
S567311408624,Brallich Coventry International Ltd,R394725745888
S56753456603,GLEETAN II LAND LIMITED,CR593141180224
S567907219546,See Old Limited,R572622580762
S569385548440,britestr london land,CR916893142597
S569598414794,Gritebr Old Properties Limited,R997451278184
S571735496302,Resee Midlands Ltd,C247836737229
S572157253031,Tanoraglite Wales Properties,C374285503648
S57279960295,Glaneres Group Limited,R136444676053
S573529880909,sanelesuni ii group plc,S688473472051
S574497371169,suniresuni old group,CR306621102671
S574911612135,GRALLIS MIDLANDS PLC,S656885181095
S57609775302,lesalli gruni land limited,R711042343453
S57799352517,BRALLI B PLC,R277179675397
S578974886054,brileresee ltd,C948316381426
S579594553099,Challigrite Group Ltd,R415153419356
S581347711553,Cheeres,S997473245448
S581357337166,resile coventry group plc,S137591360572
S583048510534,chile group limited,S347165589299
S584330615048,Lesoneglea Liverpool Limited,CR832577280426
S584994241396,lesilegl old properties ltd,C778639664753
S586261914432,BRALLIRESANE GROUP PLC,R415153419356
S586567868343,TANORAGLITE LIVERPOOL & CO,R42449533726
S588373303576,Breabrora stritechuni International Limited,CR902011179589
S58845406969,Tanoraglite Midlands Properties Ltd,C374285503648
S5886511504,Resite seeles & Co Plc,C451677135861
S58955265284,glile uk plc,CR37095238800
S590779345658,LESALLISTREE UK LIMITED,R347154423574
S591146302888,Gloneles Land Ltd,S611698724195
S5924269591,Gree London Group Ltd,C324658304029
S59473485746,Gree cheabrane International Limited,CR61019235390
S595048800495,STRANE & CO LIMITED,R50172495323
S596190471749,Suniresuni Associated Limited,R94087614334
S597513384241,Sea Liverpool & Co,S564341583169
S597919250444,Lesileres resonestr Group,R684979642676
S598748209011,sone plc,CR435022104004
S598807955366,BREABRORA ASSOCIATED LAND LIMITED,CR91284447390
S599505582440,Grora strone Limited,R825407386183
S599953270143,GREE MIDLANDS GROUP PLC,C853671105454
S600039792908,Resonestr britetan International,S687156583141
S600883451986,RESITERESORA STRONESTRITE LTD,CR309647192423
S601063691800,Resiteres,C475440181821
S601102374088,Resonebr Wales Land,CR473170780453
S60176329917,Tanalligr streatanane UK,R789439328159
S605965881355,Tanunistr International,
S608539204331,Tanea Old International,R986132660870
S609822369809,Challis Wales,S308267184470
S609832720437,Sea Liverpool Limited,C742849827
S611198407047,LESILERES GLONE,CR490222687270
S611698724195,Gluni Properties,R784585318222
S612093144503,Gliteles Coventry UK,S721297937833
S612647803804,RESEE LESITERESEA & CO LIMITED,C903490391789
S612659846806,Leseares resees UK Limited,C353742860104
S612967192093,Glone Liverpool Land,CR923686504058
S613352310654,Resite striteles,C451677135861
S61480853478,LESANESTRALLI NEW GROUP PLC,CR989054790737
S615024136980,Cheagr London Properties Ltd,CR734136983930
S615263815297,Resonestr New Properties Ltd,C622523283889
S615743261876,Glorasuni Land Plc,
S615808559089,Resalli streetan Land,R660939319408
S618823192104,Chites Associated Group,CR972518335476
S619030739991,STRALLI PROPERTIES LTD,C24232289673
S620730764122,see coventry & co ltd,R50172495323
S621515627467,Suniresuni Liverpool Ltd,C536590531949
S624632598602,Gloneles Liverpool & Co Limited,CR751192313057
S626492962793,Groneles Coventry Ltd,S750415880604
S626620986480,Lesunilesora Plc,R231972754933
S62808276123,Grora brunigl Land Ltd,C329744109865
S629703914458,GREEBRILE LIVERPOOL & CO LTD,C858370192866
S629854924975,LESEESTR LAND LTD,CR657940744263
S630785942841,Resonebr London International Limited,CR987157853704
S631869639556,LESEASEA LIMITED,C451677135861
S633199929371,GRONEBR & CO LTD,R38539232928
S633344930934,Greebrile New Land Limited,S776448291825
S635667275838,GRILE LAND,S773404608109
S636579820263,Stritestrora,R949791269966
S637917689179,reseasite & co,C741715510888
S639586767467,GREE ASSOCIATED LAND PLC,CR260574629460
S641312592485,Tanite UK,C935746861693
S641427525054,chora london international,S675993292454
S64207688874,Lesee Land Ltd,S484032499382
S642191132621,TANORA PROPERTIES LTD,CR374662930956
S642719372938,Sile Land,R542294303165
S64352145635,STRALLITAN OLD LIMITED,C31554548130
S644307270908,Salliglea Old Properties Plc,R771728523727
S644620252216,Gree Associated Limited,S416556682145
S645387121250,Leseares New Plc,CR102968664636
S64624185447,STRANERES GLANESTR,R448389786533
S646647613381,Britestr lesea Properties Limited,S569385548440
S647218106859,Brile glallilesuni UK,R881353583537
S650931413482,Strorachee London Land Limited,CR890024932013
S651070680476,GREA B PLC,C365358204766
S653414834830,Grallis B International Plc,C847342952272
S653986615614,Graneglora Liverpool Properties Ltd,S479933976890
S655495832335,Chitegl Coventry International Limited,R51268354833
S655721145396,STRITECHUNI B LAND PLC,S588373303576
S656885181095,grallis midlands properties plc,R642598553871
S658441548167,Glane New UK Ltd,CR80593796701
S65880177802,Chonestr UK Plc,S806261652161
S66015434548,Glite International Limited,R60777211815
S66141111704,GREASTRILE LONDON LAND LTD,R43027603035
S66347029401,Glilech Liverpool Properties Plc,C293882128
S663851244103,Sea London Group Ltd,C189980614278
S664015257228,STREAGL ASSOCIATED LAND LTD,CR96721391383
S664788661968,Tanuni Liverpool Plc,R510133458128
S666006793951,Breabrora B & Co,R776524428366
S667166262229,Stranech Liverpool Group Limited,R139137961885
S669308853472,greasite new international,C786772596138
S670817536458,Graneglora II Limited,S479933976890
S671270968753,Salliglee London International Limited,R46839178093
S671286300711,Sone & Co Plc,CR141561467233
S672496559017,Grane Coventry Land Limited,CR964926351101
S672614851842,SEE MIDLANDS LTD,S145230869099
S674277512604,Grees II,R784585318222
S675250864354,Lesanestralli striles Plc,S34310147770
S675859701794,Gluni II Group Ltd,CR89988449884
S675983768663,resanebrone new,C615101134529
S675993292454,CHORA ASSOCIATED,R177105721207
S676000791330,resones stralligrile uk limited,S344370192613
S678356139084,grora associated limited,C473280412916
S682729452782,Grone Limited,R474308572969
S683215198249,Suniresuni Midlands Properties Limited,CR141561467233
S683432228446,Lesalli & Co Ltd,
S683511645249,Tanilestruni Plc,CR96721391383
S687156583141,resonestr london land,C622523283889
S687618684291,Bralli seach,C181921749260
S688035335857,Gritegrite International,C24232289673
S68805547137,resilestr b plc,S243171423613
S688473472051,Lesanestralli sanelesuni Group Plc,CR184088887918
S690539574356,Strorachee II Plc,R74454827078
S690655444820,Sanetanile gleebr & Co Limited,R585922217025
S692626961048,breeglone b land limited,C336308768838
